aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
"탑스빌(영남,신대진,성웅)아파트",1998,24.11~26.11,신규,23,10,2024,"4,000",136.95,6,895-1,120,,,28260,당하동, 
효정,1988,24.11~26.11,신규,16,10,2024,"6,500",42.43,4,30-89,0,,,28260,가좌동, 
월드,1998,25.01~27.01,신규,24,10,2024,"1,500",59.89,2,308,75,,,28260,불로동, 
루원e-편한세상하늘채아파트,2010,25.01~27.01,신규,30,10,2024,"43,000",156.29,22,302-1,0,,,28260,신현동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,신규,31,10,2024,"36,000",84.7322,6,1314,0,,,28260,당하동, 
검단SKVIEW,2017,24.11~26.11,신규,15,10,2024,"3,000",84.7875,2,1067-1,135,,,28260,당하동, 
파라곤센트럴파크,2022,24.11~26.11,신규,9,10,2024,"36,000",84.986,9,1276-2,0,,,28260,당하동, 
검단신도시디에트르더힐,2022,24.10~26.10,신규,21,10,2024,"5,000",76.1198,1,987-1,130,,,28260,원당동, 
퀸스타운(동성),1999,24.10~26.10,갱신,12,10,2024,"7,500",59.97,16,316-1,33,"10,000",20,28260,불로동,사용
장미,1990,24.10~26.10,갱신,28,10,2024,"10,000",39.645,5,920,0,"10,000",,28260,마전동,사용
루원e-편한세상하늘채아파트,2010,24.12~26.12,신규,9,10,2024,"42,000",156.29,3,302-1,0,,,28260,신현동, 
드림파크어울림1단지,2010,25.02~27.02,신규,14,10,2024,"2,000",84.9025,4,697-1,110,,,28260,왕길동, 
태화,1986,24.12~26.12,신규,9,10,2024,"1,000",52.11,5,122,45,,,28260,가좌동, 
대우푸르지오,2013,24.11~26.11,신규,9,10,2024,"50,000",94.741,17,150-1,0,,,28260,청라동, 
NPART,2011,24.12~26.12,신규,29,10,2024,"20,000",117.9428,9,155-12,125,,,28260,청라동, 
진주1,1981,24.11~26.11,신규,21,10,2024,"12,300",47.44,3,30-2,0,,,28260,가좌동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,26,10,2024,"23,000",84.6561,23,1318-8,0,"22,000",,28260,당하동,사용
서해그랑블,2003,24.12~25.06,갱신,16,10,2024,"30,000",69.6616,11,595-3,0,"30,000",,28260,검암동,사용
동인스카이빌,2012,24.11~25.11,신규,24,10,2024,300,26.66,3,1092-8,40,,,28260,당하동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,신규,27,10,2024,"5,000",84.9227,24,1014,155,,,28260,원당동, 
루원e-편한세상하늘채아파트,2010,24.11~26.11,신규,14,10,2024,"5,000",170.348,5,302-1,175,,,28260,신현동, 
검단신도시대방디에트르리버파크,2022,24.12~26.12,갱신,26,10,2024,"23,000",59.9971,14,1084-1,0,"22,000",,28260,원당동, 
엘에이치웨스턴블루힐,2015,25.02~27.02,신규,21,10,2024,"33,000",84.99,13,597-2,0,,,28260,가정동, 
루원시티프라디움,2018,24.11~26.11,신규,6,10,2024,"38,000",84.9917,21,610-1,0,,,28260,가정동, 
삼보해피하임1단지(불로지구34BL1L),2007,24.11~27.11,신규,24,10,2024,"2,000",84.9911,10,792-1,80,,,28260,불로동, 
가이아샹베르2차,2005,24.10~26.10,갱신,1,10,2024,"19,900",59.5607,12,727-1,0,"20,000",,28260,경서동,사용
태화,1990,24.12~26.12,신규,16,10,2024,"11,000",62.55,2,109-55,0,,,28260,석남동, 
은혜,1991,24.11~26.11,신규,30,10,2024,"1,000",84.825,2,917-2,80,,,28260,마전동, 
퀸스타운(길훈),1999,24.11~26.07,신규,22,10,2024,"1,000",59.72,5,372,80,,,28260,불로동, 
검단신도시대방디에트르리버파크,2022,24.12~26.12,신규,2,10,2024,"32,000",59.9971,5,1084-1,0,,,28260,원당동, 
청라29블럭호반베르디움,2012,24.11~26.11,갱신,9,10,2024,"37,000",84.9482,27,173-1,0,"35,000",,28260,청라동, 
검단1차대주피오레,2007,25.01~27.01,신규,29,10,2024,"25,000",77.3694,1,1029-2,0,,,28260,마전동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,갱신,19,10,2024,"21,000",94.955,23,1314,0,"20,000",,28260,당하동,사용
청라반도유보라2.0,2012,24.10~26.10,갱신,29,10,2024,"3,000",101.9953,10,102-16,150,"3,000",150,28260,청라동, 
대동,1995,24.12~26.12,신규,9,10,2024,"3,000",84.96,7,285,100,,,28260,심곡동, 
유승,2000,25.11~27.01,신규,28,10,2024,"16,000",84.96,11,295-1,0,,,28260,왕길동, 
청라지구중흥S-CLASS1단지,2010,25.01~27.01,신규,31,10,2024,"43,000",119.5876,25,116-4,0,,,28260,청라동, 
검단신도시디에트르더힐,2022,24.12~26.12,신규,9,10,2024,"37,000",76.1198,11,987-1,0,,,28260,원당동, 
장미,1990,24.11~26.11,신규,9,10,2024,"7,000",42.12,4,920,0,,,28260,마전동, 
원흥,1991,24.12~26.12,신규,29,10,2024,"14,000",66.4,2,200-4,0,,,28260,신현동, 
호반베르디움(116-6),2011,24.12~26.12,신규,28,10,2024,"24,000",84.9589,21,116-6,0,,,28260,청라동, 
검단풍림아이원,2004,24.12~26.12,신규,20,10,2024,"24,000",84.935,8,649-1,0,,,28260,왕길동, 
청라한라비발디,2011,24.12~26.12,신규,19,10,2024,"47,000",133.8597,5,107-1,10,,,28260,청라동, 
청라엘에이치,2011,24.11~26.10,갱신,28,10,2024,"4,837",59.95,12,184-1,48,"4,616",40,28260,청라동, 
대원레스피아2차,2004,24.12~26.12,신규,16,10,2024,"18,500",84.9904,14,1151-1,0,,,28260,마전동, 
검단힐스테이트3차1단지,2010,24.11~26.11,신규,23,10,2024,"28,000",84.8531,18,1719-2,0,,,28260,오류동, 
검단신도시대성베르힐라프리미어,2022,25.01~27.01,갱신,18,10,2024,"23,000",84.4003,9,1316-2,0,"22,000",,28260,당하동,사용
청라제일풍경채2차에듀앤파크,2017,25.01~27.01,신규,14,10,2024,"37,000",84.993,17,149-2,0,,,28260,청라동, 
가이아샹베르2차,2005,24.12~26.12,신규,24,10,2024,"26,000",84.5496,6,727-1,0,,,28260,경서동, 
동진,1989,24.11~26.11,신규,12,10,2024,500,37.68,4,121-14,40,,,28260,가좌동, 
청라국제업무단지센텀대광로제비앙,2018,24.10~25.03,갱신,28,10,2024,"26,000",82.9117,1,83-1,0,"26,000",,28260,청라동, 
검단 금호어울림 센트럴,2021,24.12~26.12,신규,20,10,2024,"44,500",84.52,26,1024,0,,,28260,원당동, 
원당풍림아이원,2004,24.12~26.12,신규,29,10,2024,"27,000",84.55,16,1031,0,,,28260,당하동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,26,10,2024,"26,250",84.6561,24,1318-8,0,"25,000",,28260,당하동,사용
청라롯데캐슬,2013,24.10~26.10,신규,25,10,2024,"44,000",125.6244,34,159-1,0,,,28260,청라동, 
풍림아이원2차,2004,24.11~26.11,신규,1,10,2024,"5,000",84.93,12,501-1,80,,,28260,검암동, 
루원제일풍경채,2018,24.10~26.10,갱신,27,10,2024,"3,000",84.4302,7,603-1,116,"3,000",110,28260,가정동,사용
청라한화꿈에그린,2012,24.11~26.11,갱신,23,10,2024,"29,000",100.7927,6,139-1,10,"29,000",10,28260,청라동, 
검단신도시로제비앙라포레,2022,24.11~26.11,신규,26,10,2024,"3,000",79.0123,19,987,150,,,28260,원당동, 
퀸스타운(길훈),1999,24.12~26.12,신규,19,10,2024,"17,000",84.99,12,372,0,,,28260,불로동, 
퀸스타운(길훈),1999,24.12~26.12,신규,26,10,2024,"2,000",84.99,3,372,90,,,28260,불로동, 
당하푸르지오,2005,25.01~27.01,신규,25,10,2024,"30,000",84.943,12,1099-2,0,,,28260,당하동, 
포레나루원시티,2022,24.11~26.11,신규,16,10,2024,"3,000",59.8134,23,가-,125,,,28260,가정동, 
"인천가좌두산위브트레지움1,2단지",2017,25.01~25.12,신규,26,10,2024,"36,000",84.82,4,611,0,,,28260,가좌동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,갱신,19,10,2024,"26,250",84.7322,22,1314,0,"25,000",,28260,당하동,사용
검단 금호어울림 센트럴,2021,24.12~26.12,신규,12,10,2024,"39,000",74.84,18,1024,0,,,28260,원당동, 
검단신도시파라곤보타닉파크,2022,24.12~26.12,신규,7,10,2024,"25,000",84.3259,14,1020-1,0,,,28260,원당동, 
검단신도시대성베르힐라프리미어,2022,24.11~26.11,신규,29,10,2024,"40,000",110.3995,12,1316-2,0,,,28260,당하동, 
호반써밋프라임뷰,2022,24.11~27.06,신규,17,10,2024,"5,000",97.4814,25,1314-2,180,,,28260,당하동, 
검단신도시디에트르더펠리체,2022,24.11~26.11,갱신,28,10,2024,"3,000",108.9359,15,1318-6,157,"3,000",150,28260,당하동,사용
"탑스빌(영남,신대진,성웅)아파트",1998,24.12~26.12,신규,24,10,2024,"25,000",84.94,6,895-1,0,,,28260,당하동, 
청라한양수자인,2011,24.12~26.12,신규,19,10,2024,"37,000",102.5591,2,102-2,0,,,28260,청라동, 
은영,1989,24.12~26.12,신규,26,10,2024,"13,000",55.05,3,107-4,0,,,28260,신현동, 
청라29블럭호반베르디움,2012,24.12~26.12,신규,19,10,2024,"40,000",84.9482,12,173-1,0,,,28260,청라동, 
청라호수공원한신더휴,2020,24.09~26.09,갱신,26,10,2024,"5,000",84.9613,3,103-15,150,"5,000",150,28260,청라동,사용
청라센트럴에일린의뜰,2018,24.11~26.11,갱신,22,10,2024,"31,500",84.961,5,156-1,0,"30,000",,28260,청라동,사용
동남,1986,24.11~26.11,신규,28,10,2024,500,48.66,5,207,32,,,28260,가좌동, 
태평샹베르1차,2005,24.11~26.11,신규,19,10,2024,"2,000",59.5607,14,722-1,85,,,28260,경서동, 
청라센트럴에일린의뜰,2018,24.11~26.12,갱신,25,10,2024,"36,435",84.961,30,156-1,0,"34,700",,28260,청라동, 
청라힐스테이트,2012,24.12~26.12,갱신,26,10,2024,"34,000",84.982,11,103-27,0,"32,000",,28260,청라동, 
청라호수공원한신더휴,2020,24.11~26.11,갱신,5,10,2024,"5,000",84.9613,17,103-15,167,"5,000",158,28260,청라동, 
청라더샵레이크파크,2013,25.01~27.01,신규,19,10,2024,"50,000",106.893,25,154-1,0,,,28260,청라동, 
장미,1990,24.10~26.10,신규,10,10,2024,400,42.12,1,920,50,,,28260,마전동, 
루원시티루에블리,2018,24.08~26.07,갱신,25,10,2024,"1,574",59.96,1,304-2,61,"5,274",51,28260,신현동, 
한신휴플러스,2007,24.10~26.10,신규,18,10,2024,"19,659",72.69,22,7,0,,,28260,가좌동, 
우성,1997,24.11~26.11,신규,13,10,2024,"2,000",59.929,13,729-1,65,,,28260,연희동, 
진주2,1984,24.09~26.09,갱신,28,10,2024,"18,000",58.98,9,30-2,0,"18,000",,28260,가좌동,사용
뉴서울(284-401),1990,24.11~26.11,신규,10,10,2024,"1,000",57.2,14,284-401,55,,,28260,가정동, 
NPART,2011,24.11~26.11,갱신,11,10,2024,"33,600",117.9017,10,155-12,39,"33,600",,28260,청라동,사용
검단신도시모아미래도엘리트파크,2022,25.01~27.01,갱신,13,10,2024,"25,200",84.6561,12,1318-8,0,"24,000",,28260,당하동,사용
루원시티프라디움,2018,24.11~26.11,신규,6,10,2024,"38,000",84.9917,21,610-1,0,,,28260,가정동, 
검단신도시푸르지오더베뉴,2021,24.11~26.11,신규,29,10,2024,"41,000",84.98,6,1018,0,,,28260,원당동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,26,10,2024,"26,250",84.6561,4,1318-8,0,"25,000",,28260,당하동,사용
청라모아미래도,2018,24.11~26.11,갱신,26,10,2024,"27,800",71.3679,21,82-1,0,"26,500",,28260,청라동,사용
효정,1988,24.10~26.10,신규,25,10,2024,"1,000",42.43,2,30-89,55,,,28260,가좌동, 
청라국제업무단지센텀대광로제비앙,2018,24.11~26.11,신규,15,10,2024,"39,000",82.9117,9,83-1,0,,,28260,청라동, 
영남탑스빌,2000,24.12~26.12,갱신,22,10,2024,"22,000",84.97,7,999-5,0,"20,500",,28260,마전동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,23,10,2024,"31,000",84.7322,18,1314,0,,,28260,당하동, 
엘에이치웨스턴블루힐,2015,24.12~26.12,신규,4,10,2024,"32,000",84.99,5,597-2,0,,,28260,가정동, 
목화,1990,24.10~26.10,신규,27,10,2024,"2,000",79.095,5,916,55,,,28260,마전동, 
신안실크벨리,2004,24.10~26.10,신규,23,10,2024,"1,000",59.9639,14,1027-15,85,,,28260,당하동, 
드림파크어울림1단지,2010,24.11~26.11,신규,11,10,2024,"28,000",84.9025,10,697-1,0,,,28260,왕길동, 
하나,1999,24.12~26.12,신규,15,10,2024,"20,000",84.9761,12,725-7,0,,,28260,금곡동, 
청라센트럴에일린의뜰,2018,25.01~27.01,신규,25,10,2024,"43,000",84.9704,17,156-1,0,,,28260,청라동, 
검단신도시파라곤보타닉파크,2022,24.11~25.11,신규,24,10,2024,"2,000",84.9947,18,1020-1,180,,,28260,원당동, 
청라디이스트,2012,24.12~26.12,갱신,11,10,2024,"28,350",114.53,25,102-10,0,"28,350",,28260,청라동, 
연희해드림,2007,24.12~26.11,갱신,28,10,2024,"1,893",39.54,4,701-1,15,,16,28260,연희동, 
청라29블럭호반베르디움,2012,25.02~27.02,신규,7,10,2024,"3,000",84.9482,6,173-1,180,,,28260,청라동, 
대진1,1990,24.11~26.11,신규,28,10,2024,"10,000",54.59,5,565,0,,,28260,가정동, 
신현대,1995,24.12~26.12,신규,15,10,2024,"3,000",59.82,20,217,70,,,28260,가좌동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,갱신,14,10,2024,"19,900",84.9227,10,1014,0,"19,000",,28260,원당동,사용
하나,2001,24.11~26.11,신규,29,10,2024,"1,500",84.4018,2,892,80,,,28260,마전동, 
동아,1999,24.12~25.12,갱신,19,10,2024,"17,600",59.98,13,1003-1,0,"16,800",,28260,마전동,사용
한화수풀림,2005,24.12~26.12,신규,30,10,2024,"3,000",78.4753,8,464-3,80,,,28260,석남동, 
마전금호어울림,2007,24.12~26.12,신규,22,10,2024,"18,000",79.7463,4,1148-1,0,,,28260,마전동, 
청라센트럴에일린의뜰,2018,24.12~26.12,신규,17,10,2024,"40,000",84.9834,34,156-1,0,,,28260,청라동, 
검단신도시예미지트리플에듀,2022,24.11~26.11,신규,1,10,2024,"5,000",102.8576,7,1014,175,,,28260,원당동, 
대진2,1990,24.11~26.11,신규,30,10,2024,"9,500",55.63,1,563-1,0,,,28260,가정동, 
엘에이치웨스턴블루힐,2015,24.12~26.12,신규,4,10,2024,"32,000",84.99,5,597-2,0,,,28260,가정동, 
상아,1985,24.11~26.11,신규,21,10,2024,"10,000",58.32,2,260-1,0,,,28260,가좌동, 
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,12,10,2024,"23,100",59.9368,7,1084-1,0,"22,000",,28260,원당동,사용
태영,1996,24.10~26.10,신규,16,10,2024,"15,000",59.24,12,690,0,,,28260,연희동, 
루원시티 대성베르힐,2017,24.12~26.12,갱신,9,10,2024,"24,150",75.7336,21,304-1,0,"23,000",,28260,신현동,사용
루원시티프라디움,2018,24.10~26.10,신규,30,10,2024,"40,000",84.9917,11,610-1,0,,,28260,가정동, 
포레나루원시티,2022,24.12~26.12,신규,30,10,2024,"5,000",84.7096,4,가-,135,,,28260,가정동, 
루원시티루에블리,2018,24.08~26.07,갱신,28,10,2024,"6,974",59.96,1,304-2,42,"5,274",51,28260,신현동, 
현광,1986,24.11~26.11,신규,2,10,2024,"7,000",49.86,5,192-66,0,,,28260,가좌동, 
중앙2,1985,24.12~26.12,신규,31,10,2024,"9,000",54.285,5,501,0,,,28260,석남동, 
우정에쉐르,2006,24.11~26.10,신규,21,10,2024,"3,000",84.6664,12,719-3,90,,,28260,경서동, 
청라웰카운티1차,2010,25.01~27.01,신규,15,10,2024,"35,000",84.9792,12,130-2,0,,,28260,청라동, 
진흥1,1990,24.11~26.11,신규,26,10,2024,"8,000",45.04,5,564,0,,,28260,가정동, 
청라엘에이치,2011,24.10~26.12,신규,23,10,2024,"1,859",36.86,1,184-1,16,,,28260,청라동, 
검단신도시디에트르더힐,2022,24.11~26.10,갱신,18,10,2024,"29,190",84.9861,5,987-1,0,"27,800",,28260,원당동,사용
검단신도시디에트르더펠리체,2022,25.03~27.03,갱신,20,10,2024,"26,000",84.7748,17,1318-6,0,"24,000",,28260,당하동, 
청라제일풍경채,2012,24.11~26.11,갱신,26,10,2024,"43,000",115.9895,14,115-1,0,"41,000",,28260,청라동,사용
청라국제금융단지한양수자인레이크블루,2019,25.01~27.01,갱신,17,10,2024,"29,400",84.6444,29,85-1,0,"28,000",,28260,청라동,사용
루원시티프라디움,2018,24.12~26.12,신규,26,10,2024,"3,000",84.9917,14,610-1,150,,,28260,가정동, 
한국,1992,24.11~26.11,신규,30,10,2024,"16,000",84.06,19,567,0,,,28260,가정동, 
청라반도유보라2.0,2012,24.11~26.11,갱신,31,10,2024,"4,000",121.7338,24,102-16,168,"4,000",160,28260,청라동,사용
포레나루원시티,2022,24.12~26.12,신규,9,10,2024,"31,000",59.8134,14,가-,0,,,28260,가정동, 
하나2,1992,24.11~26.11,신규,29,10,2024,"11,700",57.78,1,341-14,0,,,28260,가정동, 
공작,1990,24.11~26.11,신규,25,10,2024,700,46.61,5,2-19,35,,,28260,가좌동, 
포레나루원시티,2022,24.12~26.12,신규,9,10,2024,"31,000",59.8134,14,가-,0,,,28260,가정동, 
청라제일풍경채2차에듀앤파크,2017,25.01~27.01,신규,18,10,2024,"35,000",84.939,20,149-2,0,,,28260,청라동, 
청라국제금융단지한양수자인레이크블루,2019,25.02~27.02,신규,11,10,2024,"42,000",84.6444,13,85-1,0,,,28260,청라동, 
검단신도시대성베르힐라프리미어,2022,25.01~27.01,신규,22,10,2024,"35,500",84.9376,13,1316-2,0,,,28260,당하동, 
검단신도시대성베르힐라프리미어,2022,24.12~26.12,신규,24,10,2024,"34,000",84.9376,3,1316-2,0,,,28260,당하동, 
당하KCC스위첸,2005,25.02~27.01,신규,12,10,2024,"3,000",84.997,1,1113-1,105,,,28260,당하동, 
대우푸르지오,2013,24.11~26.11,갱신,9,10,2024,"54,000",114.104,25,150-1,0,"50,000",,28260,청라동, 
검단신도시로제비앙라포레,2022,24.12~26.12,갱신,31,10,2024,"26,250",84.8086,15,987,0,"25,000",,28260,원당동,사용
검단신도시예미지트리플에듀,2022,24.10~26.10,갱신,29,10,2024,"30,500",84.9227,3,1014,0,"25,500",,28260,원당동, 
청라국제금융단지한양수자인레이크블루,2019,25.01~27.01,신규,28,10,2024,"43,000",84.3971,9,85-1,0,,,28260,청라동, 
루원시티 대성베르힐,2017,24.12~26.12,신규,30,10,2024,"40,000",84.9778,21,304-1,0,,,28260,신현동, 
동인스카이빌,2012,24.11~25.10,신규,2,10,2024,"1,000",33.12,3,1092-8,42,,,28260,당하동, 
루원시티루에블리,2018,24.08~26.07,갱신,31,10,2024,"5,274",59.96,6,304-2,51,"5,274",51,28260,신현동, 
당하푸르지오,2005,24.11~26.11,신규,31,10,2024,"34,650",101.613,14,1099-2,0,,,28260,당하동, 
청라엘에이치,2011,24.12~26.12,갱신,30,10,2024,"37,000",84.81,8,184-1,0,"37,000",,28260,청라동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,신규,31,10,2024,"36,000",84.6561,11,1318-8,0,,,28260,당하동, 
왕길역로열파크씨티푸르지오,2024,24.12~26.12,신규,21,10,2024,"20,000",59.9617,20,133-3,75,,,28260,왕길동, 
루원시티루에블리,2018,24.08~26.07,갱신,24,10,2024,"5,474",59.96,10,304-2,50,"5,274",51,28260,신현동, 
청라SKVIEW,2011,24.12~26.12,신규,21,10,2024,"38,000",101.6409,7,103-16,0,,,28260,청라동, 
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,18,10,2024,"23,100",59.9834,7,1084-1,0,"22,000",,28260,원당동,사용
원당풍림아이원,2004,24.12~25.10,갱신,28,10,2024,"20,000",59.832,16,1031,0,"18,500",,28260,당하동, 
"탑스빌(영남,신대진,성웅)아파트",1998,24.12~26.12,신규,24,10,2024,"25,000",84.94,6,895-1,0,,,28260,당하동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,5,10,2024,"23,500",84.9395,10,1318-8,0,"23,000",,28260,당하동,사용
힐데스하임,2011,24.11~26.11,갱신,23,10,2024,"24,000",59.9435,19,185-1,0,"24,000",,28260,청라동, 
퀸스타운(길훈),1999,24.11~26.10,신규,2,10,2024,"2,000",59.72,8,372,70,,,28260,불로동, 
청라29블럭호반베르디움,2012,25.01~27.01,신규,4,10,2024,"40,000",84.9482,7,173-1,0,,,28260,청라동, 
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,31,10,2024,"24,150",59.9834,17,1084-1,0,"23,000",,28260,원당동,사용
루원e-편한세상하늘채아파트,2010,24.12~26.12,신규,5,10,2024,"33,000",59.993,14,302-1,0,,,28260,신현동, 
청라센트럴에일린의뜰,2018,24.12~26.12,신규,26,10,2024,"45,000",84.9834,18,156-1,0,,,28260,청라동, 
루원시티루에블리,2018,24.08~26.07,갱신,31,10,2024,"5,274",59.96,25,304-2,51,"5,274",51,28260,신현동, 
루원더퍼스트,2019,24.11~26.10,신규,12,10,2024,"3,000",59.48,20,597-1,120,,,28260,가정동, 
유승,2000,24.10~26.10,갱신,23,10,2024,"16,000",59.75,12,295-1,0,"17,000",,28260,왕길동,사용
루원시티루에블리,2018,24.08~26.07,갱신,30,10,2024,"8,974",59.96,15,304-2,33,"5,274",51,28260,신현동, 
검단 금호어울림 센트럴,2021,24.12~26.12,신규,31,10,2024,"35,000",74.84,28,1024,0,,,28260,원당동, 
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,27,10,2024,"29,400",84.9968,11,1084-1,0,"28,000",,28260,원당동,사용
루원시티루에블리,2018,24.08~26.07,갱신,31,10,2024,"5,274",59.96,13,304-2,51,"5,274",51,28260,신현동, 
당하KCC스위첸,2005,24.12~26.12,신규,30,10,2024,"29,000",84.997,17,1113-1,0,,,28260,당하동, 
검단신도시대방디에트르리버파크,2022,24.12~26.12,갱신,26,10,2024,"26,250",59.9368,12,1084-1,0,"25,000",,28260,원당동,사용
